ID	Latin Name	Cultivar	Notes on cultivar	Synonyms	Pull out	Record checked	Last update
1025	Malus domestica	'John Standish'	A dessert apple, the flesh is crisp and juicy but lacks a distinctive flavour[40]. In season from November to March.A moderately sized tree with upright growth, it resists disease[40]. It tends to be biennial[1].Full flower mid season. Harvest the fruit in October.		0	0	26/9/94 0:00:00
1026	Malus domestica	'Kidd's Orange Red'	A medium to large dessert apple, the flesh is firm but tender, crisp, juicy, sweet, aromatic[38, 183]. Of very good quality[183]. In season October to February.A vigorous upright tree of moderate size, it is very productive[38, 183]. Readily forms fruit spurs[38]. Best suited to warm climates[183]. Resistant to scab and mildew[40, 41, 183].Full flower day 15. Harvest the fruit in early October.		0	0	26/9/94 0:00:00
1027	Malus domestica	'King of the Pippins	A medium-sized dessert apple, the flesh is firm, dry, highly aromatic with a very rich flavour that is distinctive, vinous and somewhat almond-like[38, 39, 40, 183]. Of excellent quality, it is in season from October to March[183].A moderately vigorous upright hardy tree, it is very productive[38, 183] but tends to be biennial[1]. Susceptible to canker[38, 183] but resists scab[40, 41].Full flower day 16. Harvest the fruit in mid October.		0	0	26/9/94 0:00:00
1028	Malus domestica	'King's Acre Pippin'	A dessert apple, the flesh is firm, crisp, subacid and richly flavoured[38, 40]. In season December to March.A very vigorous large spreading tree, it is slow to come into bearing but then crops heavily[38, 40]. It is very subject to 'Bitter Pit'[1].Full flower day 15. Harvest the fruit as late in the season as possible.		0	0	26/9/94 0:00:00
1029	Malus domestica	'Lamb Abbey Pearmain'	A dessert apple, the flesh is crisp, sweet, subacid and aromatic[38]. Of good quality[37]. In season January to June.A moderate sized tree with vigorous upright growth[37, 38]. It crops well[37, 38].Full flower day 10. Harvest the fruit in October or November.		0	0	26/9/94 0:00:00
1030	Malus domestica	'Laxton's Superb'	A dessert apple, the flesh is firm and sweet with a refreshing flavour[38, 41]. In season from November to March.A very vigorous large and much-branched tree[38, 40], it crops very heavily but is inclined to be biennial[38, 39]. It succeeds in the north of Britain[38]. Subject to scab[38, 40]. The flowers resist frost damage[38, 41]. Prune laterals to 5 or 6 buds[38].Full flower mid season. This cultivar is self-compatible[38]. Harvest the fruit in early November.		0	0	26/9/94 0:00:00
1031	Malus domestica	'Lord Burghley'	A dessert apple, the flesh is firm sweet and rich[37, 38]. In season December to June.A vigorous tree, cropping is fairly good[38]. Cropping is poor according to another report[1]. The tree has burrs.Full flower day 19. Harvest the fruit in October or November.		0	0	26/9/94 0:00:00
1032	Malus domestica	'Lord Lambourne'	A dessert apple, the flesh is soft, juicy and sweet with a good flavour[38, 41]. In season October to January.A medium-sized vigorous but manageable tree[38, 40, 41], it crops regularly and heavily[38, 41]. It succeeds in N. Britain[38] but dislikes damp districts[39]. Does well as a standard[39].Full flower day 11. This cultivar is self-compatible[38, 41]. Harvest the fruit in October.		0	0	26/9/94 0:00:00
1033	Malus domestica	'Margil'	A small to medium-sized dessert apple, the flesh is firm, rather dry, sweet, rich and aromatic[38, 39, 183]. It is one of the best flavoured apples[40, 41]. In season November to May.An exceedingly small weak-growing tree, it is well suited to small gardens[38, 39, 40, 183]. Crops well in all districts and is suitable for windy gardens[38, 39, 41]. Cropping is light according to another report[40], whilst another says that it tends to overcrop[37].Full flower day 13. Harvest the fruit in October.		0	0	26/9/94 0:00:00
1034	Malus domestica	'May Queen'	A dessert apple, the flesh is crisp with an unusual sweet subacid flavour[38, 39]. It is sometimes astringent[38]. Dry and nutty[1]. The fruit tends to shrivel prematurely[1]. In season November to May.A small slender tree[38, 39, 40], it crops lightly according to one report[38], whilst others say that it crops heavily[39, 40]. Resists scab[39].Full flower day 16. Harvest the fruit as late in the season as possible.		0	0	26/9/94 0:00:00
1035	Malus domestica	'Melrose'	A medium to large dual purpose apple, the flesh is firm, crisp, juicy, slightly acid with a rich flavour[38, 183]. Of excellent quality[183]. In season December to April.A fairly vigorous tree, it crops well[38, 40], but is susceptible to 'Fireblight'[160]. It requires a position in full sun if the fruit is to colour well[160].Full flower day 16. Harvest the fruit in October or November.		0	0	26/9/94 0:00:00
1036	Malus domestica	'Merton Worcester'	A dessert apple, the flesh is firm, sweet and aromatic[38]. In season September to October.A vigorous spreading tree, it crops well and regularly[38, 41]. Suitable for growing in N. Britain[38], it prefers drier districts[39]. A tip-bearer, but it also produces plenty of spurs.Full flower day 13. Harvest the fruit in September.		0	0	26/9/94 0:00:00
1037	Malus domestica	'Monarch'	A dual purpose apple with a large fruit, the flesh is soft and acid[38, 183]. Bruises easily[41]. An excellent apple for grilling[183], it becomes mellow in January and is then suitable for dessert[38, 40]. In season November to May.A vigorous productive tree, cropping is usually regular and heavy[38, 40] but there is a tendency towards biennial bearing[38, 183]. The wood is brittle and might need support[38, 39]. Resistant to scab and other diseases[38, 183].Full flower day 14. This cultivar is self-compatible. Harvest the fruit in November.		0	0	26/9/94 0:00:00
1038	Malus domestica	'Nonpareil'	A dessert apple, the flesh is firm, crisp, juicy, rich, sweet and aromatic[37]. In season January to May.A small tree, it is somewhat tender and susceptible to canker in cold wet soils[37]. It thrives and bears well in good soils and situations[37].Full flower mid season. Harvest the fruit in October or November	'Old Nonpareil'	0	0	26/9/94 0:00:00
1039	Malus domestica	'Ontario'	A dual purpose apple, the flesh is sweet, subacid, crisp and juicy[1, 38]. In season November to May.A moderately sized tree[40], it has vigorous sturdy growth[38]. Cropping is good and regular[38, 41], but there is a tendancy to be biennial[1, 41]. The flowers resist frost damage[41].Full flower day 12. Harvest the fruit as late in the season as possible.		0	0	26/9/94 0:00:00
1040	Malus domestica	'Orlean's Reinette'	A medium to large dessert apple, the flesh is very crisp, very juicy, sweet with a distinct rich nutty flavour[38, 183]. In season November to April.A vigorous upright spreading tree, it is hardy and a prolific cropper[38, 40, 183]. Plants are very hardy but are susceptible to scab in a poor soil[38, 40]. Otherwise, they are seldom bothered by disease[39].Full flower day 19. Harvest the fruit as late in the season as possible.		0	0	26/9/94 0:00:00
1041	Malus domestica	'Oslin'	A dessert apple, the flesh is firm, crisp, very rich, sweet and juicy[37]. It has a peculiar brisk and highly aromatic flavour - an excellent apple[37]. In season August to September.A reasonably hardy, moderate size tree, it crops well[37]. It does not grow well in highly manured soils[37]. Subject to canker[37].Full flower day mid season. Harvest the fruit as required in August and September.		0	0	26/9/94 0:00:00
1042	Malus domestica	'Page One'	A small dessert apple, the flesh is crisp, sweet, juicy and subacid[K]. In season August to November.A medium-size upright tree, it crops regularly and heavily[K].Full flower mid season. Harvest the fruit as required in August and early September, in mid September to store.		0	0	18/5/95 0:00:00
1043	Malus domestica	'Pitmaston Pineapple'	A small dessert apple, the flesh is crisp, very juicy, sweet, sub-acid, rich, with somewhat of a pineapple flavour[38, 40, 183]. In season September to February.A small upright very productive tree, it is very suitable for small gardens[38, 183].Full flower day 15. Harvest the fruit in September.		0	0	26/9/94 0:00:00
1044	Malus domestica	'Powell's Russet'	A dessert apple, the flesh is firm, rich and sweet[39]. In season February to June.A small upright tree, it comes into bearing quickly[39]. Grows well in west Britain, it is the best russet for moist areas[39].Full flower day mid season. Harvest the fruit as late in the season as possible.		0	0	26/9/94 0:00:00
1045	Malus domestica	'Ribston Pippin'	A medium to large dessert apple, the flesh is very firm, crisp, fine-grained, richly sweet, very aromatic[38, 183]. An apple of excellent quality[38, 183]. In season November to March.A vigorous spreading moderate sized tree[38, 183]. Succeeds in N. Britain[41]. Cropping is regular, but sometimes light[1, 39]. Bears fruit on short spurs[183] so prune laterals to 3 or 4 buds[38]. Susceptible to canker when grown in poor soils[38, 40]. Requires plenty of moisture at its roots[37, 39]. Resists scab[40]. A triploid cultivar, it cannot be relied upon to pollinate other trees.Full flower day 11. Harvest the fruit as late in the season as possible.		0	0	26/9/94 0:00:00
1046	Malus domestica	'Ross Nonpareil'	A small to medium-sized dessert apple, the flesh is crisp, sweet and aromatic[38, 40, 183] with a pronounced anise-like flavour[183]. In season October to February.A moderately vigorous upright and productive tree[38, 183]. Resists scab[38, 40].Full flower day 11. Harvest the fruit as late in the season as possible.	'French Pippin'	0	0	27/9/94 0:00:00
1047	Malus domestica	'Roundway Magnum Bomum'	A dessert apple, the flesh is firm, rather dry, sweet with a distinctive rather pear-like flavour[38, 40]. In season November to April.A moderately sized tree with vigorous growth, cropping is fairly good[1, 38, 40].Full flower day 14. Harvest the fruit as late in the season as possible.		0	0	27/9/94 0:00:00
